date,destination,google_trends,wiki_views
2020-01-01,Albania,0.0,0.11959381178431347
2020-02-01,Albania,0.0,0.09558774899491682
2020-03-01,Albania,0.0,0.10701072270285875
2020-04-01,Albania,0.0,0.13196448537484332
2020-05-01,Albania,0.0,0.11458298481890605
2020-06-01,Albania,0.0,0.09407127356703188
2020-07-01,Albania,0.0,0.11943508372516079
2020-08-01,Albania,0.0,0.10860889639648402
2020-09-01,Albania,0.0,0.1158971597792435
2020-10-01,Albania,0.0,0.10741221132306839
2020-11-01,Albania,0.0,0.10533396305837847
2020-12-01,Albania,0.0,0.10859022250717193
2021-01-01,Albania,0.0,0.10751180539939947
2021-02-01,Albania,0.0,0.10754215046953161
2021-03-01,Albania,0.0,0.1438340762688324
2021-04-01,Albania,0.0,0.13099499928805797
2021-05-01,Albania,0.0,0.15093404460102847
2021-06-01,Albania,0.0,0.14497863006791847
2021-07-01,Albania,0.0,0.1431843805365164
2021-08-01,Albania,0.88,0.15549903245911
2021-09-01,Albania,1.0,0.13916015738976376
2021-10-01,Albania,0.0,0.1276539292586388
2021-11-01,Albania,0.0,0.12547530883889646
2021-12-01,Albania,0.0,0.10662090526346912
2022-01-01,Albania,0.0,0.13994368266214965
2022-02-01,Albania,0.77,0.15690968918089318
2022-03-01,Albania,0.0,0.19437962616429755
2022-04-01,Albania,0.0,0.13692473722336382
2022-05-01,Albania,0.0,0.16281608475455894
2022-06-01,Albania,0.0,0.13466441853788114
2022-07-01,Albania,0.0,0.1535125974835378
2022-08-01,Albania,0.0,0.17854183379149202
2022-09-01,Albania,0.0,0.16245194391297343
2022-10-01,Albania,0.0,0.1572590465267733
2022-11-01,Albania,0.0,0.22893565833629648
2022-12-01,Albania,0.0,0.18914082213353853
2023-01-01,Albania,0.0,0.16071994067927828
2023-02-01,Albania,0.0,0.1429929731710676
2023-03-01,Albania,0.0,0.18015167866593734
2023-04-01,Albania,0.0,0.1500260267332287
2023-05-01,Albania,0.0,0.19548527602731677
2023-06-01,Albania,0.0,0.18987999691880825
2023-07-01,Albania,0.0,0.1939190035612663
2023-08-01,Albania,0.0,0.1818922407655672
2023-09-01,Albania,0.0,0.17559836198867584
2023-10-01,Albania,0.0,0.1730260337359372
2023-11-01,Albania,0.0,0.18479291823870989
2023-12-01,Albania,0.0,0.16737951645519783
2024-01-01,Albania,0.0,0.18614366289895012
2024-02-01,Albania,0.0,0.15776479769564206
2024-03-01,Albania,0.0,0.17283151405560304
2024-04-01,Albania,0.0,0.1552835046532998
2024-05-01,Albania,0.0,0.15805657721614325
2024-06-01,Albania,0.0,0.3668532240080858
2024-07-01,Albania,0.0,0.1588533298267919
2024-08-01,Albania,0.0,0.15018319863493867
2024-09-01,Albania,0.0,0.16350624058038446
2024-10-01,Albania,0.0,0.13851746436593976
2024-11-01,Albania,0.0,0.1161142437424964
2024-12-01,Albania,0.0,0.11880873035448489
2025-01-01,Albania,0.0,0.12774263023287116
2025-02-01,Albania,0.0,0.10504996432509062
2025-03-01,Albania,0.0,0.14184297282093217
2025-04-01,Albania,0.0,0.10505852319102532
2025-05-01,Albania,0.0,0.17030976091975128
2025-06-01,Albania,0.0,0.12200585582045678
2025-07-01,Albania,0.0,0.1290778133186847
2025-08-01,Albania,0.0,0.13155210365253495
2025-09-01,Albania,0.0,0.12937114899662858
2025-10-01,Albania,0.0,0.11823684249430252
2025-11-01,Albania,0.0,0.10573622975730945
2025-12-01,Albania,0.0,0.08861149517941327
2026-01-01,Albania,0.0,0.09941200591028596
2026-02-01,Albania,0.65,0.07820391420281556
2026-03-01,Albania,0.0,0.07934691184445895
2020-01-01,Japan,0.16,0.32293223634608004
2020-02-01,Japan,0.35000000000000003,0.2840104044686617
2020-03-01,Japan,0.51,0.3081720830023257
2020-04-01,Japan,0.13,0.37156760298066394
2020-05-01,Japan,0.16,0.35613752385783876
2020-06-01,Japan,0.21,0.26128428117586366
2020-07-01,Japan,0.39,0.2790563772499119
2020-08-01,Japan,0.22,0.29941247275751876
2020-09-01,Japan,0.3,0.2960441699728528
2020-10-01,Japan,0.42,0.29755286461352437
2020-11-01,Japan,0.35000000000000003,0.3101717453161606
2020-12-01,Japan,0.23,0.3139454271146429
2021-01-01,Japan,0.13,0.33692131367698996
2021-02-01,Japan,0.1,0.30996633253372774
2021-03-01,Japan,0.15,0.36836580904236405
2021-04-01,Japan,0.14,0.33551532542753476
2021-05-01,Japan,0.14,0.3475249704913645
2021-06-01,Japan,0.2,0.3071963722857696
2021-07-01,Japan,0.18,0.5179296570151188
2021-08-01,Japan,0.13,0.5346575714451334
2021-09-01,Japan,0.12,0.44608653635922957
2021-10-01,Japan,0.21,0.4592757487646055
2021-11-01,Japan,0.21,0.41385929380019093
2021-12-01,Japan,0.22,0.40513936557017216
2022-01-01,Japan,0.16,0.4863637813692162
2022-02-01,Japan,0.19,0.4634664807577241
2022-03-01,Japan,0.28,0.46498529042177306
2022-04-01,Japan,0.3,0.4321892723174374
2022-05-01,Japan,0.28,0.4553806866855947
2022-06-01,Japan,0.27,0.40980083518969945
2022-07-01,Japan,0.28,0.5304333820669972
2022-08-01,Japan,0.25,0.48910106231087824
2022-09-01,Japan,0.25,0.47417284396331516
2022-10-01,Japan,0.27,0.4744692919561443
2022-11-01,Japan,0.27,0.5202965724854246
2022-12-01,Japan,0.29,0.4779465257617974
2023-01-01,Japan,0.3,0.46435971512981855
2023-02-01,Japan,0.23,0.44527577833159687
2023-03-01,Japan,0.25,0.5312550331967286
2023-04-01,Japan,0.27,0.4787090429087072
2023-05-01,Japan,0.23,0.5097971782197092
2023-06-01,Japan,0.15,0.46392399104587
2023-07-01,Japan,0.22,0.4637216905783226
2023-08-01,Japan,0.17,0.43847926070072213
2023-09-01,Japan,0.2,0.38531080743563145
2023-10-01,Japan,0.21,0.37489311143565635
2023-11-01,Japan,0.22,0.369396763348135
2023-12-01,Japan,0.15,0.37535606827485163
2024-01-01,Japan,0.17,0.5406301037101128
2024-02-01,Japan,0.12,0.3745468664046616
2024-03-01,Japan,0.29,0.42666646955339055
2024-04-01,Japan,0.25,0.4230141680354368
2024-05-01,Japan,0.23,0.37022386102891575
2024-06-01,Japan,0.2,0.29381808675110893
2024-07-01,Japan,0.2,0.29670009033493955
2024-08-01,Japan,0.2,0.3497588345003217
2024-09-01,Japan,0.18,0.30399146603258437
2024-10-01,Japan,0.25,0.3285126169355058
2024-11-01,Japan,0.26,0.3159855495219873
2024-12-01,Japan,0.2,0.31963940719738376
2025-01-01,Japan,0.2,0.3271245244966414
2025-02-01,Japan,0.19,0.2852389907696521
2025-03-01,Japan,0.23,0.3428790624462639
2025-04-01,Japan,0.23,0.2950707934924608
2025-05-01,Japan,0.24,0.301167818352854
2025-06-01,Japan,0.21,0.26219930175215544
2025-07-01,Japan,0.18,0.25770200674283017
2025-08-01,Japan,0.16,0.26840992610586384
2025-09-01,Japan,0.2,0.2800336441239106
2025-10-01,Japan,0.28,0.35075166294874716
2025-11-01,Japan,0.51,0.27237190295490954
2025-12-01,Japan,1.0,0.2666724763211193
2026-01-01,Japan,0.91,0.2680885795939518
2026-02-01,Japan,0.79,0.2465910426021442
2026-03-01,Japan,0.59,0.233253217160993
2020-01-01,Kazakhstan,0.0,0.14937788715835534
2020-02-01,Kazakhstan,0.0,0.12395572109612618
2020-03-01,Kazakhstan,0.0,0.1264510195554525
2020-04-01,Kazakhstan,0.0,0.16652829833405564
2020-05-01,Kazakhstan,0.0,0.1460796114586097
2020-06-01,Kazakhstan,0.0,0.13017101392216254
2020-07-01,Kazakhstan,0.0,0.15149737359527612
2020-08-01,Kazakhstan,0.0,0.11972530708821935
2020-09-01,Kazakhstan,0.0,0.12617402353065668
2020-10-01,Kazakhstan,0.0,0.38837488144025484
2020-11-01,Kazakhstan,0.0,0.20182194913388166
2020-12-01,Kazakhstan,0.0,0.13046045920649976
2021-01-01,Kazakhstan,0.0,0.14365122776931832
2021-02-01,Kazakhstan,0.0,0.11834266120040429
2021-03-01,Kazakhstan,0.0,0.15586317330069552
2021-04-01,Kazakhstan,0.0,0.16505928570817224
2021-05-01,Kazakhstan,0.0,0.1571656770802129
2021-06-01,Kazakhstan,0.0,0.14088671407240955
2021-07-01,Kazakhstan,0.0,0.1599138511239736
2021-08-01,Kazakhstan,0.0,0.20962452255144462
2021-09-01,Kazakhstan,0.0,0.1521058311553613
2021-10-01,Kazakhstan,0.0,0.12487696630218864
2021-11-01,Kazakhstan,0.0,0.11864766805916821
2021-12-01,Kazakhstan,0.0,0.12216224964344541
2022-01-01,Kazakhstan,0.0,0.8039397237976155
2022-02-01,Kazakhstan,0.0,0.2610508575594627
2022-03-01,Kazakhstan,0.0,0.3061163990205545
2022-04-01,Kazakhstan,0.0,0.17989413460917494
2022-05-01,Kazakhstan,0.0,0.14899740666362177
2022-06-01,Kazakhstan,0.0,0.15732673937552957
2022-07-01,Kazakhstan,0.0,0.21845026948756513
2022-08-01,Kazakhstan,0.0,0.15036137866212476
2022-09-01,Kazakhstan,0.0,0.255965335036807
2022-10-01,Kazakhstan,0.0,0.21933572307244614
2022-11-01,Kazakhstan,0.0,0.17227207545496206
2022-12-01,Kazakhstan,1.0,0.16542965117952843
2023-01-01,Kazakhstan,0.0,0.20494515712132658
2023-02-01,Kazakhstan,0.0,0.1489491657828989
2023-03-01,Kazakhstan,0.0,0.23634452392086314
2023-04-01,Kazakhstan,0.0,0.15952714599946935
2023-05-01,Kazakhstan,0.0,0.18427471781029972
2023-06-01,Kazakhstan,0.0,0.1780158525758685
2023-07-01,Kazakhstan,0.0,0.19721805733973327
2023-08-01,Kazakhstan,0.0,0.1736780637044172
2023-09-01,Kazakhstan,0.0,0.18367248487998525
2023-10-01,Kazakhstan,0.0,0.2103333522665822
2023-11-01,Kazakhstan,0.0,0.20095905983191942
2023-12-01,Kazakhstan,0.0,0.18189924347405922
2024-01-01,Kazakhstan,0.0,0.20433747763996274
2024-02-01,Kazakhstan,0.0,0.1709462293138046
2024-03-01,Kazakhstan,0.0,0.19591710971765858
2024-04-01,Kazakhstan,0.0,0.1804146692737491
2024-05-01,Kazakhstan,0.0,0.18521541498439562
2024-06-01,Kazakhstan,0.0,0.14212697155422002
2024-07-01,Kazakhstan,0.0,0.16072616530904896
2024-08-01,Kazakhstan,0.0,0.16558059845146772
2024-09-01,Kazakhstan,0.0,0.14980116198276244
2024-10-01,Kazakhstan,0.0,0.16494957660846377
2024-11-01,Kazakhstan,0.0,0.1513565413467142
2024-12-01,Kazakhstan,0.0,0.20872973202190756
2025-01-01,Kazakhstan,0.0,0.14258059144875923
2025-02-01,Kazakhstan,0.0,0.11331782881801283
2025-03-01,Kazakhstan,0.0,0.15400278707797982
2025-04-01,Kazakhstan,0.0,0.11766417655539882
2025-05-01,Kazakhstan,0.0,0.13874388527384868
2025-06-01,Kazakhstan,0.0,0.14608350185221639
2025-07-01,Kazakhstan,0.0,0.12890430176382664
2025-08-01,Kazakhstan,0.0,0.16294213350741546
2025-09-01,Kazakhstan,0.0,0.15295627119778216
2025-10-01,Kazakhstan,0.0,0.13620812672101287
2025-11-01,Kazakhstan,0.0,0.14198302699077275
2025-12-01,Kazakhstan,0.0,0.11893400102862006
2026-01-01,Kazakhstan,0.0,0.16760515928438544
2026-02-01,Kazakhstan,0.0,0.1855896708493585
2026-03-01,Kazakhstan,0.0,0.11744398027726058
2020-01-01,Madeira,0.0,0.01458897602506036
2020-02-01,Madeira,0.0,0.01038423861495763
2020-03-01,Madeira,0.0,0.0135914791043069
2020-04-01,Madeira,0.0,0.008920672540123575
2020-05-01,Madeira,0.0,0.010261302176986453
2020-06-01,Madeira,0.0,0.0
2020-07-01,Madeira,0.0,0.006638567650443468
2020-08-01,Madeira,0.0,0.005823141150482762
2020-09-01,Madeira,0.0,0.00779323647290691
2020-10-01,Madeira,0.0,0.010245740602559728
2020-11-01,Madeira,0.0,0.012732480195951343
2020-12-01,Madeira,0.0,0.013796113808018415
2021-01-01,Madeira,0.0,0.014063772888158188
2021-02-01,Madeira,0.0,0.004851320827533409
2021-03-01,Madeira,0.0,0.015563130584173725
2021-04-01,Madeira,0.0,0.014287859559903117
2021-05-01,Madeira,0.0,0.021041582861104392
2021-06-01,Madeira,0.0,0.03671986909603592
2021-07-01,Madeira,1.0,0.027280996127502205
2021-08-01,Madeira,0.0,0.03168258745410309
2021-09-01,Madeira,0.0,0.030188676309136894
2021-10-01,Madeira,0.91,0.02390880294922959
2021-11-01,Madeira,0.0,0.013778996076149012
2021-12-01,Madeira,0.0,0.02033275314596679
2022-01-01,Madeira,0.0,0.026182348972974986
2022-02-01,Madeira,0.0,0.02253549400607057
2022-03-01,Madeira,0.0,0.024019290127659382
2022-04-01,Madeira,0.0,0.043538172931108135
2022-05-01,Madeira,0.0,0.028117430752939
2022-06-01,Madeira,0.0,0.0219783896415936
2022-07-01,Madeira,0.0,0.025371590945342304
2022-08-01,Madeira,0.0,0.03285904248076395
2022-09-01,Madeira,0.0,0.0260804206604799
2022-10-01,Madeira,0.0,0.0330706798929675
2022-11-01,Madeira,0.0,0.04678898582885224
2022-12-01,Madeira,0.0,0.06436578414384497
2023-01-01,Madeira,0.0,0.05672116070671333
2023-02-01,Madeira,0.0,0.03239452948412602
2023-03-01,Madeira,0.0,0.04499784861233551
2023-04-01,Madeira,0.0,0.034131201190149216
2023-05-01,Madeira,0.0,0.03714080968427899
2023-06-01,Madeira,0.0,0.03162967810105219
2023-07-01,Madeira,0.0,0.03881134469898857
2023-08-01,Madeira,0.0,0.03604605292335847
2023-09-01,Madeira,0.0,0.031423487239898004
2023-10-01,Madeira,0.0,0.03349628895353858
2023-11-01,Madeira,0.0,0.02859517108783964
2023-12-01,Madeira,0.0,0.027152613138481677
2024-01-01,Madeira,0.0,0.06475482350451324
2024-02-01,Madeira,0.0,0.03712913850345895
2024-03-01,Madeira,0.0,0.0402212233420504
2024-04-01,Madeira,0.0,0.032356403626780536
2024-05-01,Madeira,0.0,0.02433985856085004
2024-06-01,Madeira,0.0,0.03470697944393826
2024-07-01,Madeira,0.0,0.044925487291251204
2024-08-01,Madeira,0.0,0.03848610779346989
2024-09-01,Madeira,0.0,0.03033184279386282
2024-10-01,Madeira,0.0,0.12767649354155758
2024-11-01,Madeira,0.0,0.11741596944329244
2024-12-01,Madeira,0.0,0.21825108133490295
2025-01-01,Madeira,0.0,0.36521069982734433
2025-02-01,Madeira,0.0,0.19272387464529336
2025-03-01,Madeira,0.0,0.2776270466388166
2025-04-01,Madeira,0.0,0.3094776990967284
2025-05-01,Madeira,0.0,0.7657539543905815
2025-06-01,Madeira,0.0,0.6948865444512483
2025-07-01,Madeira,0.17,0.7503822311718565
2025-08-01,Madeira,0.0,1.0
2025-09-01,Madeira,0.0,0.6839724342270604
2025-10-01,Madeira,0.0,0.7266640575093544
2025-11-01,Madeira,0.0,0.48611790849327385
2025-12-01,Madeira,0.0,0.028036510565919992
2026-01-01,Madeira,0.0,0.03536990251451701
2026-02-01,Madeira,0.0,0.019993510823464053
2026-03-01,Madeira,0.0,0.01357280521499482
2020-01-01,Faroe Islands,0.0,0.0537784669826185
2020-02-01,Faroe Islands,0.0,0.04708154342807479
2020-03-01,Faroe Islands,0.0,0.08038175654383656
2020-04-01,Faroe Islands,0.0,0.11021485087732266
2020-05-01,Faroe Islands,0.0,0.1202116062890547
2020-06-01,Faroe Islands,0.0,0.042674505550424555
2020-07-01,Faroe Islands,0.0,0.06059910505385471
2020-08-01,Faroe Islands,0.0,0.06303915992396615
2020-09-01,Faroe Islands,0.0,0.06363361206706727
2020-10-01,Faroe Islands,0.0,0.06066446366644698
2020-11-01,Faroe Islands,0.0,0.059731547279564465
2020-12-01,Faroe Islands,0.0,0.10854431586261307
2021-01-01,Faroe Islands,0.0,0.08014210829766491
2021-02-01,Faroe Islands,0.0,0.052300895490800386
2021-03-01,Faroe Islands,0.0,0.09854911660832372
2021-04-01,Faroe Islands,0.0,0.07343973819207184
2021-05-01,Faroe Islands,0.0,0.06426152159518587
2021-06-01,Faroe Islands,0.0,0.0631146335599358
2021-07-01,Faroe Islands,0.0,0.062313990555680474
2021-08-01,Faroe Islands,0.0,0.12140673520502762
2021-09-01,Faroe Islands,0.0,0.15835458136641517
2021-10-01,Faroe Islands,0.0,0.10338798817631575
2021-11-01,Faroe Islands,0.0,0.05627999007171551
2021-12-01,Faroe Islands,0.0,0.05672271686415602
2022-01-01,Faroe Islands,0.0,0.059232798819187735
2022-02-01,Faroe Islands,0.0,0.05264013781330312
2022-03-01,Faroe Islands,0.0,0.07484961683513368
2022-04-01,Faroe Islands,0.0,0.06245949127657041
2022-05-01,Faroe Islands,0.0,0.058347345234306736
2022-06-01,Faroe Islands,0.0,0.07790357581637965
2022-07-01,Faroe Islands,0.0,0.13397970926310498
2022-08-01,Faroe Islands,0.0,0.07521531383416186
2022-09-01,Faroe Islands,0.0,0.07780865021237658
2022-10-01,Faroe Islands,0.0,0.06280573630756518
2022-11-01,Faroe Islands,0.0,0.059735437673171146
2022-12-01,Faroe Islands,0.0,0.06308662272596767
2023-01-01,Faroe Islands,0.0,0.08453436267960975
2023-02-01,Faroe Islands,0.0,0.0529420323571817
2023-03-01,Faroe Islands,0.0,0.08318750841297617
2023-04-01,Faroe Islands,0.0,0.09498084759227429
2023-05-01,Faroe Islands,0.0,0.08342171010809847
2023-06-01,Faroe Islands,0.0,0.10308531555371583
2023-07-01,Faroe Islands,0.0,0.1462990296580266
2023-08-01,Faroe Islands,0.0,0.10993707677380551
2023-09-01,Faroe Islands,0.0,0.07873845428437376
2023-10-01,Faroe Islands,0.0,0.06963804555962144
2023-11-01,Faroe Islands,0.0,0.07649525333076049
2023-12-01,Faroe Islands,0.0,0.05698570747196777
2024-01-01,Faroe Islands,0.0,0.09775469823383912
2024-02-01,Faroe Islands,0.0,0.08862161020279066
2024-03-01,Faroe Islands,0.0,0.08664451217187447
2024-04-01,Faroe Islands,0.0,0.06772941845618288
2024-05-01,Faroe Islands,0.0,0.05838702724909489
2024-06-01,Faroe Islands,0.0,0.05924758231489312
2024-07-01,Faroe Islands,0.0,0.07580198519004962
2024-08-01,Faroe Islands,0.0,0.0698434583420543
2024-09-01,Faroe Islands,0.0,0.0655671376895886
2024-10-01,Faroe Islands,0.0,0.06163317167451099
2024-11-01,Faroe Islands,0.0,0.07892597125621588
2024-12-01,Faroe Islands,0.0,0.08769569652440015
2025-01-01,Faroe Islands,0.0,0.16614548360315806
2025-02-01,Faroe Islands,0.0,0.06315042518111727
2025-03-01,Faroe Islands,0.0,0.07826693857924381
2025-04-01,Faroe Islands,0.0,0.060430261971324686
2025-05-01,Faroe Islands,0.0,0.054661586331335485
2025-06-01,Faroe Islands,0.0,0.04456834915815773
2025-07-01,Faroe Islands,0.0,0.07467999567388231
2025-08-01,Faroe Islands,0.0,0.05985059332392895
2025-09-01,Faroe Islands,0.0,0.04753827563749935
2025-10-01,Faroe Islands,0.0,0.07487840574782313
2025-11-01,Faroe Islands,0.0,0.047681442122225276
2025-12-01,Faroe Islands,0.0,0.05024754574519322
2026-01-01,Faroe Islands,0.0,0.1609331342489245
2026-02-01,Faroe Islands,0.0,0.042654275503669806
2026-03-01,Faroe Islands,0.0,0.04249476936579581
2020-01-01,Rome,0.0,0.0794885221717422
2020-02-01,Rome,0.79,0.07581287829214833
2020-03-01,Rome,0.46,0.11097892418167515
2020-04-01,Rome,0.0,0.08944403941124338
2020-05-01,Rome,0.0,0.0691517463587861
2020-06-01,Rome,0.0,0.04519548060755499
2020-07-01,Rome,0.0,0.04723093454257141
2020-08-01,Rome,0.0,0.04919480523522486
2020-09-01,Rome,0.38,0.04973245763166842
2020-10-01,Rome,0.0,0.06958747044273457
2020-11-01,Rome,0.0,0.07190381079615349
2020-12-01,Rome,0.0,0.06977031894224867
2021-01-01,Rome,0.0,0.07677380551299896
2021-02-01,Rome,0.0,0.05720590375010601
2021-03-01,Rome,0.0,0.06897512248904271
2021-04-01,Rome,0.0,0.0652667993031527
2021-05-01,Rome,0.0,0.07596693787897296
2021-06-01,Rome,0.0,0.06667745602493587
2021-07-01,Rome,0.8200000000000001,0.10263947644638999
2021-08-01,Rome,0.63,0.08596680560559034
2021-09-01,Rome,0.0,0.08354931501839767
2021-10-01,Rome,0.72,0.09689103085315554
2021-11-01,Rome,0.81,0.08322952466392834
2021-12-01,Rome,0.51,0.0757568566242121
2022-01-01,Rome,0.47000000000000003,0.088703308468531
2022-02-01,Rome,0.53,0.08121663501183068
2022-03-01,Rome,0.39,0.0853956958241293
2022-04-01,Rome,0.61,0.09166311992449525
2022-05-01,Rome,0.42,0.10349691919730286
2022-06-01,Rome,0.8,0.08943081207298068
2022-07-01,Rome,0.38,0.08751518226105007
2022-08-01,Rome,0.9500000000000001,0.10056278433914273
2022-09-01,Rome,0.8300000000000001,0.10648940995956324
2022-10-01,Rome,0.38,0.11414959497112159
2022-11-01,Rome,0.5700000000000001,0.10487334045534721
2022-12-01,Rome,0.0,0.09138145542737142
2023-01-01,Rome,0.51,0.10948501303670896
2023-02-01,Rome,0.0,0.090397963923602
2023-03-01,Rome,0.0,0.11295913452747669
2023-04-01,Rome,0.5,0.10718812465132346
2023-05-01,Rome,0.48,0.12626428066233172
2023-06-01,Rome,1.0,0.10551525540044987
2023-07-01,Rome,0.71,0.10649174419572727
2023-08-01,Rome,0.44,0.09672374392806818
2023-09-01,Rome,0.63,0.10066160033675248
2023-10-01,Rome,0.62,0.09533176109559707
2023-11-01,Rome,0.47000000000000003,0.08598625757362376
2023-12-01,Rome,0.0,0.08860604862836391
2024-01-01,Rome,0.0,0.1087536190386526
2024-02-01,Rome,0.0,0.08847455332445806
2024-03-01,Rome,0.56,0.09115270028329847
2024-04-01,Rome,0.62,0.09503920349637454
2024-05-01,Rome,0.46,0.0883072663993707
2024-06-01,Rome,0.67,0.07553821650351653
2024-07-01,Rome,0.0,0.07304603035907554
2024-08-01,Rome,0.8,0.07009399969032466
2024-09-01,Rome,0.68,0.07039044768315389
2024-10-01,Rome,0.4,0.07687495574677272
2024-11-01,Rome,0.0,0.07748652562174325
2024-12-01,Rome,0.0,0.07415790485186548
2025-01-01,Rome,0.0,0.08314471408330266
2025-02-01,Rome,0.5,0.07041768043840067
2025-03-01,Rome,0.7000000000000001,0.08366524874787681
2025-04-01,Rome,0.64,0.10159373864491367
2025-05-01,Rome,0.71,0.09875608554819926
2025-06-01,Rome,0.9500000000000001,0.059923732723734593
2025-07-01,Rome,0.88,0.05643482773726148
2025-08-01,Rome,0.8,0.061731987672120736
2025-09-01,Rome,0.92,0.06106439612921398
2025-10-01,Rome,0.74,0.0642856420355473
2025-11-01,Rome,0.66,0.05386950219301487
2025-12-01,Rome,0.54,0.05239659917352478
2026-01-01,Rome,0.45,0.058870214135044896
2026-02-01,Rome,0.61,0.052987939001740564
2026-03-01,Rome,0.72,0.04240217799795676
